well,Row,Column,BioRep,pH,Batch,Plate,Number,Species,Strain,Protocol,BatchN,OD
C3,C,3,A,4.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.185
D3,D,3,B,4.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.183
E3,E,3,B,4.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.191
F3,F,3,B,4.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.194
G3,G,3,Blank,4.5,1B4,0102,Blank,NA,NA,NA,NA,0.146
H3,H,3,A,7,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.598
A4,A,4,A,5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.143
B4,B,4,A,5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.193
C4,C,4,A,5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.153
D4,D,4,B,5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.139
E4,E,4,B,5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.141
F4,F,4,B,5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.137
G4,G,4,Blank,5,1B4,0102,Blank,NA,NA,NA,NA,0.07
H4,H,4,B,7,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.594
A5,A,5,A,5.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.307
B5,B,5,A,5.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.335
C5,C,5,A,5.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.319
D5,D,5,B,5.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.288
E5,E,5,B,5.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.284
F5,F,5,B,5.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.293
G5,G,5,Blank,5.5,1B4,0102,Blank,NA,NA,NA,NA,0.057
H5,H,5,B,7,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.593
A6,A,6,A,6,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.391
B6,B,6,A,6,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.439
C6,C,6,A,6,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.404
D6,D,6,B,6,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.376
E6,E,6,B,6,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.372
F6,F,6,B,6,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.385
G6,G,6,Blank,6,1B4,0102,Blank,NA,NA,NA,NA,0.057
H6,H,6,Blank,7,1B4,0102,Blank,NA,NA,NA,NA,0.06
A7,A,7,A,3.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.072
B7,B,7,A,3.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.079
C7,C,7,A,3.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.083
D7,D,7,B,3.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.098
E7,E,7,B,3.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.087
F7,F,7,B,3.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.091
G7,G,7,Blank,3.5,1B4,0102,Blank,NA,NA,NA,NA,0.07
H7,H,7,A,7,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.634
A8,A,8,A,4,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.093
B8,B,8,A,4,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.107
C8,C,8,A,4,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.102
D8,D,8,B,4,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.111
E8,E,8,B,4,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.107
F8,F,8,B,4,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.112
G8,G,8,Blank,4,1B4,0102,Blank,NA,NA,NA,NA,0.097
H8,H,8,A,7,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.635
A9,A,9,A,4.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.192
B9,B,9,A,4.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.226
C9,C,9,A,4.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.195
D9,D,9,B,4.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.198
E9,E,9,B,4.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.207
F9,F,9,B,4.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.213
G9,G,9,Blank,4.5,1B4,0102,Blank,NA,NA,NA,NA,0.16
H9,H,9,A,7,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.652
A10,A,10,A,5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.147
B10,B,10,A,5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.158
C10,C,10,A,5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.173
D10,D,10,B,5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.182
E10,E,10,B,5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.17
F10,F,10,B,5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.17
G10,G,10,Blank,5,1B4,0102,Blank,NA,NA,NA,NA,0.068
H10,H,10,B,7,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.651
A11,A,11,A,5.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.261
B11,B,11,A,5.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.282
C11,C,11,A,5.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.255
D11,D,11,B,5.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.307
E11,E,11,B,5.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.308
F11,F,11,B,5.5,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.324
G11,G,11,Blank,5.5,1B4,0102,Blank,NA,NA,NA,NA,0.053
H11,H,11,B,7,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.612
A12,A,12,A,6,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.336
B12,B,12,A,6,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.352
C12,C,12,A,6,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.354
D12,D,12,B,6,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.375
E12,E,12,B,6,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.391
F12,F,12,B,6,1B4,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.383
G12,G,12,Blank,6,1B4,0102,Blank,NA,NA,NA,NA,0.049
H12,H,12,Blank,7,1B4,0102,Blank,NA,NA,NA,NA,0.051
A1,A,1,A,3.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.078
B1,B,1,A,3.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.077
C1,C,1,A,3.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.078
D1,D,1,B,3.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.079
E1,E,1,B,3.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.077
F1,F,1,B,3.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.079
G1,G,1,Blank,3.5,1B4,0304,Blank,NA,NA,NA,NA,0.072
H1,H,1,A,7,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.294
A2,A,2,A,4,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.107
B2,B,2,A,4,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.11
C2,C,2,A,4,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.11
D2,D,2,B,4,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.109
E2,E,2,B,4,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.106
F2,F,2,B,4,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.109
G2,G,2,Blank,4,1B4,0304,Blank,NA,NA,NA,NA,0.103
H2,H,2,A,7,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.337
A3,A,3,A,4.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.151
B3,B,3,A,4.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.153
C3,C,3,A,4.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.201
D3,D,3,B,4.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.148
E3,E,3,B,4.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.144
F3,F,3,B,4.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.149
G3,G,3,Blank,4.5,1B4,0304,Blank,NA,NA,NA,NA,0.137
H3,H,3,A,7,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.314
A4,A,4,A,5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.139
B4,B,4,A,5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.167
C4,C,4,A,5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.168
D4,D,4,B,5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.153
E4,E,4,B,5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.148
F4,F,4,B,5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.155
G4,G,4,Blank,5,1B4,0304,Blank,NA,NA,NA,NA,0.11
H4,H,4,B,7,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.356
A5,A,5,A,5.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.17
B5,B,5,A,5.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.234
C5,C,5,A,5.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.213
D5,D,5,B,5.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.245
E5,E,5,B,5.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.224
F5,F,5,B,5.5,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.224
G5,G,5,Blank,5.5,1B4,0304,Blank,NA,NA,NA,NA,0.093
H5,H,5,B,7,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.351
A6,A,6,A,6,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.211
B6,B,6,A,6,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.249
C6,C,6,A,6,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.29
D6,D,6,B,6,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.312
E6,E,6,B,6,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.304
F6,F,6,B,6,1B4,0304,3,Gardnerella sp. 2,JCP7275,1,NA,0.321
G6,G,6,Blank,6,1B4,0304,Blank,NA,NA,NA,NA,0.114
H6,H,6,Blank,7,1B4,0304,Blank,NA,NA,NA,NA,0.068
A7,A,7,A,3.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.077
B7,B,7,A,3.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.078
C7,C,7,A,3.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.078
D7,D,7,B,3.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.082
E7,E,7,B,3.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.077
F7,F,7,B,3.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.079
G7,G,7,Blank,3.5,1B4,0304,Blank,NA,NA,NA,NA,0.08
H7,H,7,A,7,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.34
A8,A,8,A,4,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.099
B8,B,8,A,4,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.102
C8,C,8,A,4,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.103
D8,D,8,B,4,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.103
E8,E,8,B,4,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.101
F8,F,8,B,4,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.105
G8,G,8,Blank,4,1B4,0304,Blank,NA,NA,NA,NA,0.1
H8,H,8,A,7,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.32
A9,A,9,A,4.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.164
B9,B,9,A,4.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.182
C9,C,9,A,4.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.183
D9,D,9,B,4.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.243
E9,E,9,B,4.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.188
F9,F,9,B,4.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.244
G9,G,9,Blank,4.5,1B4,0304,Blank,NA,NA,NA,NA,0.166
H9,H,9,A,7,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.347
A10,A,10,A,5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.157
B10,B,10,A,5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.163
C10,C,10,A,5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.173
D10,D,10,B,5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.181
E10,E,10,B,5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.171
F10,F,10,B,5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.104
G10,G,10,Blank,5,1B4,0304,Blank,NA,NA,NA,NA,0.072
H10,H,10,B,7,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.3
A11,A,11,A,5.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.203
B11,B,11,A,5.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.227
C11,C,11,A,5.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.177
D11,D,11,B,5.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.197
E11,E,11,B,5.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.193
F11,F,11,B,5.5,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.194
G11,G,11,Blank,5.5,1B4,0304,Blank,NA,NA,NA,NA,0.057
H11,H,11,B,7,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.342
A12,A,12,A,6,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.215
B12,B,12,A,6,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.243
C12,C,12,A,6,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.259
D12,D,12,B,6,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.276
E12,E,12,B,6,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.273
F12,F,12,B,6,1B4,0304,4,Gardnerella sp. 2,JCP7275,1,NA,0.29
G12,G,12,Blank,6,1B4,0304,Blank,NA,NA,NA,NA,0.105
H12,H,12,Blank,7,1B4,0304,Blank,NA,NA,NA,NA,0.055
